application_completion_seconds,hour_of_day,email_domain_risk_score,account_age_days,num_applications_last_24h,ip_location_mismatch_km,is_vpn_or_proxy,profile_trust_score,label
616.0282083386152,2,0.356245506447887,31,9,90.87918363821248,0,0.173653075967215,1
484.9870134802654,18,0.3226203681894832,397,3,3.3974493139145356,0,0.8313449921411481,0
1337.704125943788,14,0.1091193519215709,368,2,6.462710028023658,0,0.67147394954052,0
182.00595492382251,0,0.619930347196922,92,5,127.51695686199236,0,0.4520804252045357,1
500.663223078266,8,0.0106025872909913,639,6,7.563572556653696,1,0.5961536543734921,0
1116.9793081048776,17,0.1815765413199734,171,3,21.367451550652483,0,0.6423300890518315,0
635.6818164102314,8,0.2238957870176171,968,1,94.22258883445645,0,0.7863206211755156,0
581.4556961198454,12,0.2291331381531329,458,4,77.18933147442048,0,0.6949125055654238,0
1181.4180122285838,8,0.3070430776353884,117,2,1.3523535388235357,0,0.939541979245028,0
1000.4477573740488,22,0.0691413998222835,43,1,7.682850434041568,0,0.8597820773027969,0
725.8784862359527,14,0.1140991778779888,114,5,10.664917397161656,0,0.7135236556754146,0
614.3800104207751,11,0.021872276410006,743,3,27.24733907243529,0,0.7816633319185268,0
633.4378431264955,22,0.1000490645186723,531,1,7.5618804464459295,0,0.8584580424816792,0
482.0339330759385,15,0.4420282805826024,829,3,11.395680226643927,0,0.9565240441231824,0
279.62306599073065,0,0.6822379298698177,35,7,106.96744099617857,1,0.3310152605091177,1
682.9629304782935,19,0.0506955454553307,623,1,67.87265909398425,0,0.90321034540826,0
517.6477119609812,21,0.1419251803838572,837,0,28.976672113816488,0,0.6065901114851581,0
552.6313307297813,18,0.2231246520488904,359,1,19.376230631928784,0,0.781389571126054,0
429.0078589837014,18,0.3018426906824136,82,1,1.4771264327246043,0,0.7559350545368162,0
1052.3257850610237,19,0.1100387788642186,623,0,25.676709550865176,0,0.8861563296347317,0
394.85298334481786,8,0.4764745990840123,361,2,10.20979873312904,0,0.831899741186845,0
337.6355086902355,21,0.1538229813632081,761,4,11.051479447755172,0,0.7372340602684103,0
612.8471718009686,20,0.0973640461315298,596,0,9.73477998704273,1,0.8003068163856031,0
425.3336224929844,10,0.2286839313583267,456,3,11.621518202935446,0,0.7619452997084205,0
450.8630761741226,8,0.1389567016016716,923,2,0.2499200373722375,0,0.7576025183567682,0
1850.1374117532057,20,0.2223859949946579,908,0,4.4391719963952365,0,0.8169364467849104,0
578.9834420011407,21,0.12113089250095,883,3,3.574337605543715,0,0.7715058260399665,0
885.743144715505,9,0.154414800763734,504,2,4.0449197428960595,0,0.6074721806841966,0
1690.3577041105668,7,0.0525326708056174,929,4,11.575047608562988,0,0.8192186724498582,0
2203.596654242899,11,0.3674310711045357,896,4,3.013755588535624,0,0.8297704719360914,0
423.1276213077961,13,0.056004848412868,755,0,6.417779671740141,0,0.8690623689681848,0
436.79836643869544,7,0.0994645947922048,434,3,2.617635757068126,0,0.792758511490046,0
805.6939215317439,13,0.320313325556613,764,1,3.3781341198937573,0,0.8562293448666111,0
1347.8269741678569,14,0.0774149985853175,88,2,13.738475587036348,0,0.7637269034594439,0
458.1962393372988,17,0.1994972653690526,257,2,44.49668655891405,0,0.7197184520456846,0
1914.3360475325344,8,0.1784146392924206,234,6,50.56751549673388,0,0.8850755047499508,0
810.3918998718207,8,0.292614845568886,412,3,34.25734725498123,0,0.7972446070117913,0
767.8200529118521,15,0.1454920791377193,813,1,19.228466854074284,0,0.6769582535692316,0
950.0882306794076,21,0.1887265328284077,262,2,27.70107823005802,1,0.9091418406918502,0
2658.2089124485037,19,0.0624064321154582,911,1,0.5185981779565049,0,0.6999543586215565,0
666.9147737674065,20,0.0224199259462137,814,4,6.1331726245469,0,0.7129759811267946,0
320.3928768459105,21,0.1343920808792705,48,0,41.7617653926678,0,0.8925516997778625,0
1412.571435010235,9,0.2973360910449995,751,3,0.6961305787730155,0,0.418904589913288,0
550.3004325668719,20,0.338812218769849,39,3,2.853819356418386,0,0.5313274443756778,0
1325.3487872039425,12,0.2261512559454204,80,2,27.61525629129479,0,0.8657986728894062,0
666.3452617454764,18,0.2975536052591022,834,1,0.2907181804963858,0,0.8650216307530544,0
1225.3529625858018,15,0.2866771765520946,291,3,0.0475309249265154,0,0.538246609103349,0
1144.8213218028443,11,0.0801821139832585,542,2,1.3895287376053935,0,0.8420424680619326,0
1444.6471817925026,10,0.0637879857260694,953,3,41.92371504893174,0,0.996134094863563,0
486.49315964211206,16,0.2232727510604102,128,0,14.177443939173063,0,0.905369943715164,0
1424.149113751865,11,0.1455690639698351,796,3,2.2716640028870825,1,0.6043337373668227,0
384.8025898308654,14,0.2037784013375678,487,1,5.564403591745426,0,0.7824250010252025,0
1483.8265158414918,15,0.1016081147389377,301,3,12.524087949337796,0,0.831643801624838,0
3959.6064605526954,10,0.1161078475894406,564,2,12.078358759831984,0,0.8728781465273302,0
302.2584682904228,9,0.0313026552496192,767,1,0.0158800268277936,0,0.9435468646415306,0
541.823733645659,16,0.3143572984963812,128,1,3.659415574230288,0,0.8871641814437186,0
533.771014545727,21,0.1666843728090518,951,2,3.668775051390778,1,0.7490613877256711,0
1001.9502323451331,22,0.2352129457178554,824,0,1.4420667735090442,0,0.8196580189430357,0
977.2022131724676,13,0.1120733288745461,439,5,67.33155749779641,0,0.4417614379487637,0
889.118913916279,10,0.1261760803770505,141,1,27.475847413027452,0,0.5424041706876687,0
909.0320947916936,13,0.0629831089423161,786,1,7.490834361544367,0,0.6656108582924543,0
341.2341121058025,21,0.1942125088768233,968,4,19.82490021971096,0,0.693847603538764,0
797.1116699548427,18,0.1230724150859932,239,0,0.5271741241200476,0,0.7616131862134613,0
848.506753024814,16,0.4840460936114832,750,1,23.629331718284988,0,0.6741022331306111,0
823.2961934450682,21,0.1725938745142357,226,5,25.94352560893597,0,0.8137460927893431,0
390.8289302635808,17,0.5649967025873726,687,1,1.4758868111739127,0,0.6518647755539965,0
1496.3865015372178,7,0.4406683715805353,275,1,4.136981044559431,0,0.6925780635637817,0
555.4887269802739,13,0.1446431116819421,175,2,5.4310664413027725,0,0.8567744348788022,0
2459.470922015978,8,0.2615116061849822,825,2,4.336087346176943,0,0.8778545258516193,0
637.1315744483699,13,0.3506022337247156,322,2,14.007067165651415,0,0.9183640702536242,0
443.73835160012817,21,0.1545826189841124,996,4,10.592873013864052,0,0.6939136340623702,0
1424.6128414763364,9,0.2551935331344281,229,0,0.7601617667211545,1,0.91241644377919,0
523.2339123480612,8,0.3759303625547995,734,0,25.42404400290845,0,0.93079969639711,0
1207.2041485113923,13,0.0625858469925862,991,2,30.34615397717537,0,0.8502356245569385,0
1103.2943606262618,7,0.0877963866626874,842,3,48.34162430175072,0,0.7017670390771322,0
961.0426978313386,19,0.2544739482158221,866,1,52.23032213998259,0,0.9510298158430246,0
1132.6846210776716,21,0.3149843182522732,87,0,1.7979348024655557,0,0.979611266178692,0
1211.889597663111,9,0.1943688412672188,689,3,32.79828077500432,0,0.734459115197014,0
2427.377382768505,10,0.1057867553126758,155,4,3.003694595185796,0,0.8444267912321666,0
1304.8076924260474,9,0.2209577945339132,545,2,5.4896328573526425,0,0.9770051990977476,0
735.5361573037187,17,0.280399942314918,545,2,32.63536271300774,0,0.8361323462404575,0
901.552690665422,17,0.1568461718925636,147,2,26.323069275021155,0,0.6666902903220792,0
500.08861236234446,20,0.0720936708296462,646,2,2.1827272677665435,0,0.6636478405989391,0
1394.650139086007,16,0.284643988915352,659,0,3.3078684384759716,0,0.566505285923601,0
848.4696986726962,14,0.2447776788536205,857,2,76.06292341785303,0,0.5408831612608423,0
977.097472289366,16,0.3627813198080052,376,4,3.1844678818084855,0,0.9569051220508684,0
1236.780631486836,20,0.0253799806676544,716,0,2.822026203102653,0,0.8603883006034128,0
1032.4259945028373,14,0.2073747167386613,390,1,3.4597575392722137,0,0.7233634478888916,0
901.98528858185,18,0.1174732559590227,444,2,3.0775111270264803,1,0.8343843776312938,0
589.6745852045392,22,0.1176300210338356,698,2,32.68290977094998,0,0.861689203007902,0
1123.162125562142,14,0.0655482625282617,187,1,1.471036085234834,0,0.9794829215024048,0
818.9806169252014,22,0.148776478713598,55,1,26.899821323195425,0,0.7982959614194488,0
1109.6931196370017,11,0.1568128990839494,738,1,6.535908741156849,0,0.5931775211783773,0
1145.9842201362042,12,0.3689545829022625,780,1,14.263672919773333,0,0.8545684426769339,0
620.338164330967,20,0.1611179616585555,346,2,7.331384547122488,1,0.6498684392932004,0
1303.417270209615,18,0.1461751370718136,439,1,7.974629589342035,0,0.9315369609400496,0
1206.560327346746,17,0.2159736278628998,954,3,0.9527092415516732,0,0.8747309979210021,0
501.9169484115517,22,0.5200020045483023,75,2,8.159465296849254,0,0.68199611111397,0
621.2658043918009,11,0.0899320658451594,297,3,9.350346462009789,0,0.6748603923273124,0
1468.375128792389,14,0.1265204713405096,944,0,32.664428715418644,0,0.6659998055637446,0
1555.9205322209368,14,0.3271499139055516,608,2,10.19843222724088,0,0.8559053459246746,0
1319.015308179914,13,0.1036264301960214,364,1,2.4564684818147624,0,0.4784111514045004,0
878.4959967459805,8,0.2174973252013196,946,2,19.22027974206316,0,0.7906464447883553,0
1052.0177341278484,22,0.0675801611665615,38,4,1.677548532470279,0,0.9357893716417216,0
1969.388990216171,12,0.2000056608616089,708,2,8.434489081149055,0,0.8375065247154945,0
819.1915260267549,20,0.0957398964101158,180,0,11.17862685282908,0,0.9233216398324888,0
995.9886713403708,13,0.1260368867364975,557,2,19.913325938073847,0,0.8533786919245228,0
601.1981820589972,11,0.1145312946448147,868,1,12.925514236021376,1,0.7234546760031528,0
1133.0088582021706,20,0.2476478010638159,123,0,38.675591960985855,0,0.832344143461124,0
1290.2450836016212,15,0.2418368468788098,421,1,11.115830294106395,0,0.9038212644609496,0
1561.607270094523,10,0.2669791243108814,997,3,21.69882090643786,0,0.7267400141938926,0
1322.8264915677414,10,0.1362659432951854,989,2,4.442874582471081,0,0.8380840586635769,0
840.0545066743734,15,0.4879866608623858,993,1,29.22227373939701,1,0.9294418284612592,0
1557.0566869890567,20,0.1649040093223662,135,1,4.916203505843456,0,0.7881155026252692,0
505.8559874306895,12,0.0749938073567661,696,4,37.10964293012917,0,0.8660407105866481,0
784.2922209522196,7,0.1309700119624956,922,1,7.368729470927458,1,0.5195052417946576,0
483.0901994364483,14,0.3740187232819693,248,3,10.113739308538973,0,0.8721596879487037,0
943.8330351378896,11,0.3058559741505208,813,1,3.9205151249013177,0,0.9103239061294356,0
478.431312849332,20,0.2733483072605667,330,0,6.52266261868915,1,0.7788990853581451,0
2047.4655039234951,20,0.2203984992045389,88,4,2.505388820741247,0,0.8761152735460771,0
465.5609994623764,20,0.4485780545620014,722,1,4.218730722543733,1,0.9380081743063204,0
942.882006406285,13,0.0448793446607034,502,2,4.7964053478208415,0,0.4803981317850987,0
552.780993287283,17,0.2263643738831621,990,6,24.96264018675295,0,0.8805219974198119,0
774.8461931063653,18,0.4519159648804393,879,4,56.71738317976948,0,0.8445625820253527,0
1001.9600331106948,7,0.2226891998855089,239,2,4.154112743066478,0,0.8263318684296885,0
1180.0266820319089,14,0.2865926993397885,492,1,25.14138099244759,1,0.8734271665261052,0
337.4382619424151,15,0.3336606095510952,965,3,30.860000489752224,0,0.7813643747067003,0
1018.2028448565771,21,0.1307650176229929,310,2,32.335892762170246,0,0.7566945239271741,0
1231.4626774710027,21,0.2988298895377145,629,1,14.167898026885243,1,0.4475239920591063,0
593.5388029759854,21,0.2110578153114315,904,2,20.122905405568417,0,0.8210636840657134,0
1928.2648055009952,7,0.3403994514135019,900,4,1.1979068510422168,0,0.7864901685223901,0
